customer_unique_id,total_spent
e7ed4f9558a25b5403b41224518d052a,1648
77c404a3e8a4ee3808befcc4663ac123,1648
3d16d54112c57c93d5bfaf6b395b3f0f,1640.6999999999998
079ad4f138ec38e726e7d9ac51ae1410,1635
0a8ddbf973510e50bdbfd4300dd90385,1625
061e0d9d23f099ebcc78d1c90f94dfbe,1623.9
aa1d9bb16c635762854fcd37dd575662,1618.2
d233f180804b66001abae78d15d37d10,1610
36d7df3b5d8326ec792859208e53ac93,1610
9fca9eeea062d51882419081f80ba5e2,1609.9
c89e2005ddcd889c687343e2a7d7a115,1608.99
9057341f069a7cd937c12cb1f46b6e81,1599.99
cb6224938ef72376e7f5183777032fea,1599.99
d1c843178ca07004edbe2ac277b35bcc,1599.99
29a553dd8a1a0a22d1ee92263463abe9,1599.99
bdd88e5f6a6810d95baef27f2f6055fe,1599.99
fa03405c1fce3650144d97158b4b1849,1599.99
b0ee09a612abb2a24044216adc08b665,1599.99
67d859ff554d120ac0826e97df1175d1,1599.99
67031f3c7bc5f28dd7b6344294b4ffec,1599.99
99f125422e3e42df876a689e8e217798,1599.99
f6e8b25c5a0d2fc779a3415df14b2f88,1599.99
0b8f48c242246419f92b6c43b0165010,1599
55b2d632bc5b7859767c1efd222c1659,1599
3e2dfa26943efe5cf2f76a725b6675a7,1599
c1099629bd44f439554021f60cdb120c,1599
da4f111c2d1cbf0d1a861edac906e48f,1599
fe203d7588a60b447f5c5f089b967097,1599
f4c57f34e3dc2a6a23a529cf0ff17ff8,1599
fac9eb2c3c550f64f779646726710b59,1599
e0c3bef7c7e5679c7776c40abec7fe2b,1599
5bc4d654dc4eb95cbd977eafadb38383,1599
8411ef4ebe0b18e75fd75efde5455e15,1599
dda7d094a7c887911a9f6cadf698c5b9,1599
87c9e7ba960e4c2e6bd786b162adc639,1597.8
81238d4299b66d04234593c4a832773e,1597.35
3d16152c514410c047904cd433439892,1597.35
f3140df89d24aa120f087331fe18f773,1596
1d10557878391272c010c263dba24b66,1596
5a1f8efaa6ce666e9622bf2e22c42aac,1595
ffba9f9dff87b05e310ecc46c8591044,1591.2
c8639255be49cc9a738ca337bcf2833f,1590
b5d5805f04ae037ef5de0d12fbed7bab,1589.96
d1aef037cd06ae9e8018d05efd0ed17a,1589
ae4b37b37bb22e37fe34ada808837207,1585.83
fffcf5a5ff07b0908bd4e2dbc735a684,1570
b3879dce6b4a3b94b748b6c9b567695e,1569.8000000000002
d184e6edddcb1c912ebed8bb8491fc85,1561
13d04f61bea0332b8d69918a99e7fb22,1561
005226be8d5b972d0f72b4e8a79f322b,1561
c6b1d0d394ba367ae48f9bb69158231b,1561
6d394722d5fc5e721aee6875a218d8db,1559.92
2d0151326be4a97cbfbc8bdcef558e10,1558
03fe4b83d144beca992a5e3cffbdb5e6,1554
262f884f74980c0ad26fcaab579a3294,1549.99
43df16fc8bbc0499aa6bf4e582dfbb66,1549.99
057dbb60927c6bc5bf3ca3f2f23e447f,1549.99
5eb539db8bad2407b71782f1d55a4826,1549
a9c1cbcf83ec6e290888cae660e49436,1540
fe81bb32c243a86b2f86fbf053fe6140,1535.3999999999999
73e9c626827cd8c4bb38b55ab31d816e,1534.9
4dba78a69f5fb2d5ba4bdf9696e1eb8f,1520.88
10811ce4adce690edaf95b2e8eb3845a,1520
527f7f3237fb1397c459701bc765b6f0,1520
93bc212addb25a5f5139fded3c2ee6b3,1519.46
b3fc51a2057e04657dbe29f48f3ecaaa,1514
c169c9937db997a267f749cdd64c161f,1511.2000000000003
6d8ee4a9676fc8b41d3edc2a1eb46579,1510
6d887fdae7b23b09c8108f16900dab42,1502.93
8b20a60ae8a273e444118d6e8a7c3627,1501.5
ee1ab7f8a445e29acff592989e83a70a,1500
f94c00f0411b6a3e6cbde94b120fb786,1500
caadc9a4b4dfe30f56f399821b71c6c3,1500
64ee3e71d9a27034db0c6a48c29d35d5,1499.99
7e251bdcd9072568271fe5b5b824b6be,1499.99
71c99dc35fee93881af2d5a1edb24442,1499.99
fc24db02becd484accefaa5af59c18b1,1499.98
1b3033b0a47ab66dfbe6607550bfe38d,1499.9
9bd3a0d5aee992c5692a2a912a50d2fb,1499.8
d941a608aa14794954f62d8c3da2b9dd,1499.65
b5585a338bb22b66f02541df26cbb9aa,1499.65
6d73eb39c724d3cd0d45e9e1b6b963a9,1499.65
fb94a0ec084fa8e33ec943992e3c6929,1499
608b221bbdb07cb279018c0dd04cc730,1499
ff6c9c45f6cee4ec0785650b18322d73,1499
81446cd6d7ceaddfc66d7ab9ec60aa55,1499
650f945256ea49b526cede6f2dbb89a9,1490
856cfe0bdb5bc7fad4061781400c54da,1490
5b7b7009010e8dbf35aa64441cd01b25,1489
74092b9d4919431b8b4c02fd8569bccd,1480
b64460d7d925960dcf9beefe03131679,1479.98
361dc89b24a5dc808b2803a1ac33ff3f,1476.3
34cd0f2f38a66796cfbc8a33ece7448c,1467.8
d3729a20d98aab032427c9d19d7cb7b9,1460.99
301fdbdb88825096a683fcfacac44718,1460
145f5c920dcccbb95081ceaa800df82e,1459
ef068814b087cac3c1bb6cea58c98480,1458.99
b11b06cfbbd108f99b4ffa44e865b1f9,1458
55ee0c6382f5b5f0b42a1fa608239e5f,1458
9d0ace373bd69cc599d745b9d1a323c7,1455
71150730b022797afd6a487820125da0,1450
6b2af0e98d36916cbc15761bf6048220,1450
9b5427f064283ebd4f23ee679e223555,1449.8
4c21c589db03eb65cbc452fc470850cf,1449.5
8091550abd9ca29ba409a70cb640af4a,1449
58f887ad477318fadcf6a93a1e24c076,1449
b35e7c1ee8ccbce232fad3bc996e6298,1449
f85107d1dbc6b78bb1c784d5928c14c3,1449
b248c92ec54199bedb1d603e0e6f98c6,1442.6
4b3bb0581e463066eed601f1991b4f16,1440
7a44821edf14b2b2ef3ffb2c6e837e5b,1437
eb53ee675b0c79d66e25fce46957e1fe,1437
bfb1a102e6fe99d83c5e78e58370a8de,1437
739209d88340a09d4f6d29cc809daa67,1437
10dbffc4a798d018f58224da1162b90e,1437
ae06b0187a99aaeb5e845b9638936e7d,1437
5a0b87c34f674cb92d999d2a37096227,1437
0f5f758216c397ef8237f5d1e236e9b8,1437
4e5a10bd8f468ee5acc890961a2b7ce4,1437
7efc49d7862ee114c0ca869b439bf381,1437
fc360164eb368b0eb12c1d5eb2bf5e0d,1437
c72e291ccf98df8df8bdc3fcadf64f35,1437
8d2fb66164a84b76626513d628bee2da,1437
430f484aaec4eb059a1d074f4b0ef762,1437
fad1bbf902fbdf64f92f33d010ab8cb7,1429.9
012a218df8995d3ec3bb221828360c86,1429.8000000000002
a4a9f56f9f405802035afba6bc2576ba,1420
79fe0e57517b5148b07e5d8645eb5095,1420
24e998dbc3458fe7b77b370e6d10ba57,1400
886583680443fec2ba8b1426cc6facde,1400
0cfb94f148a3f7b02123e6f64e6674f6,1399.99
e7d3b17772a74209d76965c84d5b286d,1399.99
97071ed6fb1ac261920c48a146e86c66,1399.99
985e93167edfb07618a16a7b9c12c75b,1399.99
23a08414260ab2e277906e5a5851793b,1399.99
4897f0607bb084b7a12f7afeaaf30c08,1399.9
da1e7179b9c5a1494d78528cbcf05aa0,1399.9
a88cd5c40de7b2e386dddcdc5749e527,1399.9
ad5dccfee30bc06e904e446616419ff4,1399.9
2bca9b243e976aed908e12f74fb30370,1399.9
471d491452eabd128b8fe5b12b913f9f,1399.9
3dc72442480b0d7485969ce3125d0256,1399.5
6899ba25b05f771af3ede719ef5c861f,1399
ae5b077a7ba102a667a435d8bd3a24ec,1399
a5934d510efd935a606ea73b93af950c,1399
679539028487c610a89de1494fef40da,1399
73685133e38f5b824324971c0274855a,1399
fdaa290acb9eeacb66fa7f979baa6803,1399
e3247bedce6bd14c7ab8fac16dc46bfa,1399
b1791d73a5c0e297a0e8f21699078c5c,1399
05eb062756e6d4358e72b1caf0ec22b1,1399
72eea0b98d06729e6d5f824b1b076d13,1395
297ec5afd18366f5ba27520cc4954151,1392.44
a1a1c5083998a1ed55698a1b0d005def,1390.55
3422b60bce08b606582660acdcdaee7b,1390
0eee96b8cea2f09a022e9e5acaffede3,1390
7fa6d33a71471ecc658fc9557bba75d9,1390
0129d48dce554d95f641d01eaa88904a,1390
2be7d578854588f75b1922cf7627e1be,1389.99
c39144ea573bf91bb79650405c09a76d,1389.9
79954dd2287a62e7d680548d0f2bce60,1389.9
eaa604ab9f816252edb7a8d297f932e5,1388
774c075fecf66d485d49c837d03c71e9,1384
b0e6870a2c0f7a96e18c84c02da14f94,1380
aeb502c0c495c56ace2819cf6f9235f4,1380
ef7361e14a64f77990f58e9c571e2f9a,1380
985289b5cb474a6e97bfe8c85f0aee74,1380
41deb1284b6550426194070a1ea8ba32,1380
20a5257c01689ac69410a14cb51bb447,1379.0000000000002
4f8f99500e6fc01d458cbc399f891cbf,1377.5
77fa3678811c2abc56902a24273a4dbd,1377.5
acaf9c8dbadcef1c6ce123806c9e6c34,1377.5
da9e0576ca0ecbb67dc3778628481caa,1377.5
540bd689a2065b9177dedb9758cbc992,1375
77dc1d016a6ff92c1eb364ecb3cc6aae,1375
4d402e51f4e8a128657c7ac78b59bfb2,1375
231d36f5c4b238c26f449ffd98c79180,1373.8899999999999
4711348768db55c57a67aba080ead566,1368.99
b60a410d454528f9b70cd6fb479fba68,1367.7
be74c431147c32ab2d7c7cef5e4a995f,1360.02
cc073557e57ba3526798e69697e37db3,1360
85333adc71614d177d3ac54662b036b2,1360
d3b0732fcd6b002c3ad8364802840125,1359.9
12ee9e2cc00e2a5156a2d869b82938d8,1359.9
5e7e0be1ac6b95219cd8a74b42881f19,1359.9
4833d5607f30e40265ccdcb21b58b7ad,1359.9
4f94b2a128e75939c61c188212388e3e,1359
a58350975662c1816a7c8f01bf816bf6,1359
f03553cc2a5d9a0d2b945ccf7f4c54bc,1358.24
6e26bbeaa107ec34112c64e1ee31c0f5,1355.9
76cef8c0830232a6298b50d60153fb6c,1350
f5ae59564b848fb10564d9fe4a478465,1350
d409c5590a75603ae1fe24d66d5008c7,1350
f78a6b62ac5dc9638a4fa0fd5d7b94e1,1350
78110b00006c6033e83ec0e79ade3081,1350
5993c0ed4bc51b72a8332bb7fa4303c5,1350
3e134146f147b595885be88b67d8f789,1349.99
be350e7235bb5363ff3f3cbb1eb4ab74,1349.99
3ec83b54e0afb70def9480cd6b9097f7,1349.4600000000003
855d32ca5e45bf54e4d88c29c65cea0b,1349
3f6a946ec3ed53c151d8b1eb1cb0336a,1349
79e12483f9b14c3254db94bd137a4b70,1349
f0daba1cfcc18d5a3229e1a911313e3e,1342.99
d1b6bbb5ce2d0d1b5e5aed73482ede19,1340
e92a2a874e305a7e920b0a0b308d5890,1340
920bd0e1c74c42bec2303941fc03374c,1340
64b97e6d3c070dd372d6310ff2c632f7,1340
df030c3c1d42349bb0a40197e53316ab,1340
